Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,RPA,Latitude,Longitude,Mapped Location
PD202000357213,05/03/2020 01:51:47 PM,,,43,,P,PROGRESS,4,,,,425A,C,425,4005,,,
PD202000357214,05/03/2020 01:52:20 PM,,,96,,,,12,,,,5828,C,413N,1987,,,
PD202000357216,05/03/2020 01:53:16 PM,,,57,,P,PROGRESS,11,,,,,M,727,1723,,,
PD202000357218,05/03/2020 01:54:36 PM,,,87,,P,PROGRESS,5,,,,831A,S,313,8315,,,
PD202000357219,05/03/2020 01:54:37 PM,,,87,,P,PROGRESS,11,,,,821B,MT,825,7018,,,
PD202000357222,05/03/2020 01:55:31 PM,,,43,,P,PROGRESS,4,,,,424A,C,421,4073,,,
PD202000357223,05/03/2020 01:56:15 PM,,,43,,P,PROGRESS,4,,,,215A,E,227N,1933,,,
PD202000357224,05/03/2020 01:56:57 PM,,,96,,,,15,,200,SHELBY AV,412A,,,,,,
PD202000357225,05/03/2020 01:59:15 PM,,,96,,,,15,,800,MADISON SQ,715A,711,711,1783,,,
PD202000357226,05/03/2020 01:59:17 PM,,,15,,P,PROGRESS,12,,,,55S39,C,423,4015,,,
PD202000357227,05/03/2020 01:59:46 PM,,,43,,P,PROGRESS,4,,4500,HARDING PKE,117A,,134X,0,36.125,-86.848,POINT (-86.848 36.125)
PD202000357228,05/03/2020 02:00:35 PM,,,43,,P,PROGRESS,4,,600,GALLATIN PKE N,723A,M,723,1761,,,
PD202000357230,05/03/2020 02:04:07 PM,,,45,,P,PROGRESS,1T,,,,321A,S,325,8891,,,
PD202000357231,05/03/2020 02:04:57 PM,20200313780,,43,,P,PROGRESS,6,,1100,APPLE VALLEY RD,721B,,,,,,
PD202000357233,05/03/2020 02:07:24 PM,20200313861,,50,,R,REPORT,1C,,,,725B,,,,,,
PD202000357234,05/03/2020 02:07:52 PM,,,44,,P,PROGRESS,4,,,,222B,E,227K,1997,,,
PD202000357235,05/03/2020 02:07:59 PM,,,96,,,,12,,,,413A,C,413,4339,,,
PD202000357236,05/03/2020 02:08:14 PM,,,96,,,,15,,,,423A,C,423N,4025,,,
PD202000357237,05/03/2020 02:08:15 PM,,,92,,P,PROGRESS,15,,,,5161,E,213,1225,,,
PD202000357239,05/03/2020 02:11:02 PM,,,57,,P,PROGRESS,14,,,,215A,E,215K,1335,,,
PD202000357240,05/03/2020 02:11:10 PM,,,43,,P,PROGRESS,10,,1000,MURFREESBORO PKE,530A,,,,,,
PD202000357241,05/03/2020 02:11:23 PM,,,43,,P,PROGRESS,15,,,,2912,MT,821P,8005,,,
PD202000357243,05/03/2020 02:12:53 PM,,,87,,P,PROGRESS,4,,,,833A,MT,833K,7111,,,
PD202000357244,05/03/2020 02:14:00 PM,20200313813,,50,,TV,,1,,,,125B,,,,,,
PD202000357246,05/03/2020 02:14:33 PM,20200313814,,50,,TV,,1,,,,125B,,,,,,
PD202000357247,05/03/2020 02:15:07 PM,,,93,,,,9,,,,811A,MT,813,5623,,,
PD202000357248,05/03/2020 02:15:15 PM,,,43,,PV,,4,,,,333B,S,333,8867,,,
PD202000357250,05/03/2020 02:18:16 PM,,,96,,,,12,,300,N 1ST ST,5828,,433Y,0,36.177,-86.775,POINT (-86.775 36.177)
PD202000357251,05/03/2020 02:18:46 PM,,,87,,P,PROGRESS,4,,,I40 E EXT RAMP,515B,,521,95100,36.17,-86.606,POINT (-86.606 36.17)
PD202000357252,05/03/2020 02:18:47 PM,,,88,,PW,,5,,,,617B,N,613,4471,,,
PD202000357254,05/03/2020 02:21:03 PM,,,44,,P,PROGRESS,6,,,,411A,C,413K,1957,,,
PD202000357255,05/03/2020 02:21:04 PM,,,88,,PW,,11,,,,,H,533,8959,,,
PD202000357256,05/03/2020 02:21:14 PM,,,15,,P,PROGRESS,15,,,,2933,C,415Q,4101,,,
PD202000357257,05/03/2020 02:21:40 PM,,,43,,P,PROGRESS,11,,,,,E,211,1013,,,
PD202000357260,05/03/2020 02:23:20 PM,,,87,,P,PROGRESS,6,,,,113A,W,111N,52042,,,
PD202000357261,05/03/2020 02:23:51 PM,20200313853,,50,,P,PROGRESS,1,,500,E MAPLE ST,713B,M,713,1627,36.261,-86.703,POINT (-86.703 36.261)
PD202000357262,05/03/2020 02:24:44 PM,,,75,,PJ,,11,,2700,DICKERSON PKE,225B,,218X,0,36.216,-86.764,POINT (-86.764 36.216)
PD202000357264,05/03/2020 02:27:44 PM,,,87,,P,PROGRESS,6,,,,5120,W,111N,52042,,,
PD202000357267,05/03/2020 02:29:00 PM,,,87,,P,PROGRESS,4C,,,,833A,MT,833K,7111,,,
PD202000357269,05/03/2020 02:29:46 PM,,,43,,P,PROGRESS,6,,,,5560,C,423,,,,
PD202000357270,05/03/2020 02:29:55 PM,,,88,,PW,,5,,300,THELMA ST,715B,M,715,1701,36.264,-86.709,POINT (-86.709 36.264)
PD202000357271,05/03/2020 02:31:16 PM,,,87,,P,PROGRESS,11,,,,,N,613,45043,,,
PD202000357273,05/03/2020 02:35:26 PM,,,46,,P,PROGRESS,6,,5300,CHARLOTTE AV,110B,,,,,,
PD202000357274,05/03/2020 02:35:32 PM,,,3,,,,6,,,,55S64,N,,,,,
PD202000357275,05/03/2020 02:37:32 PM,,,44,,P,PROGRESS,5,,,,113B,W,115,5025,,,
PD202000357276,05/03/2020 02:38:03 PM,,,15,,P,PROGRESS,15,,,,2933,E,215P,1235,,,
PD202000357277,05/03/2020 02:38:14 PM,,,87,,P,PROGRESS,11,,,,,MT,813,5620,,,
PD202000357278,05/03/2020 02:38:36 PM,20200313770,,43,,RT,,1,,,,TE17,,,,,,
PD202000357279,05/03/2020 02:38:57 PM,,,87,,P,PROGRESS,4,,,,520A,MT,813K,5622,,,
PD202000357280,05/03/2020 02:39:10 PM,,,43,,P,PROGRESS,5,,,,2912,N,627P,3343,,,
PD202000357281,05/03/2020 02:40:53 PM,,,43,,P,PROGRESS,11,,,,423A,MT,825N,8527,,,
PD202000357284,05/03/2020 02:41:58 PM,20200313773,,43,,RT,,1,,,,TE17,,,,,,
PD202000357285,05/03/2020 02:42:50 PM,20200313808,,50,,TV,,1,,,,623B,,,,,,
PD202000357286,05/03/2020 02:43:36 PM,,,15,,P,PROGRESS,15,,,,2933,E,213,1259,,,
PD202000357287,05/03/2020 02:43:46 PM,,,43,,P,PROGRESS,4,,,,333B,S,335,8901,,,
PD202000357288,05/03/2020 02:44:05 PM,,,43,,P,PROGRESS,4,,5000,OLD HICKORY BLVD,523B,H,521,9507,36.195,-86.619,POINT (-86.619 36.195)
PD202000357289,05/03/2020 02:44:06 PM,20200313778,,43,,RT,,1,,,,TE17,,,,,,
PD202000357291,05/03/2020 02:45:14 PM,20200313782,,43,,RT,,1,,,,TE17,,,,,,
PD202000357294,05/03/2020 02:46:07 PM,,,3,,,,4,,,,222B,H,513N,8217,,,
PD202000357295,05/03/2020 02:46:48 PM,,,3,,,,4,,,,411B,M,727,1751,,,
PD202000357296,05/03/2020 02:46:56 PM,,,40,,P,PROGRESS,11,,,,831A,MT,831,8609,,,
PD202000357298,05/03/2020 02:48:30 PM,,,93,,,,9T,,,,311B,S,315N,8831,,,
PD202000357300,05/03/2020 02:49:27 PM,20200313793,,43,,RT,,1,,,,TE17,,,,,,
PD202000357301,05/03/2020 02:49:28 PM,,,96,,,,4,,,,317B,S,317K,8845,,,
PD202000357302,05/03/2020 02:49:34 PM,,,3,,,,11,,,,5M76,PCW,,,,,
PD202000357304,05/03/2020 02:50:14 PM,,,46,,P,PROGRESS,11,,,,,W,113K,5119,,,
PD202000357305,05/03/2020 02:50:20 PM,,,44,,P,PROGRESS,6,,,,813B,MT,811,6719,,,
PD202000357306,05/03/2020 02:51:07 PM,20200313800,,43,,RT,,1,,,,TE17,,,,,,
PD202000357307,05/03/2020 02:51:41 PM,20200313802,,64,,P,PROGRESS,6,,,,225B,E,221N,1961,,,
PD202000357308,05/03/2020 02:52:34 PM,,,46,,P,PROGRESS,10,,,,520B,H,533,8987,,,
PD202000357309,05/03/2020 02:52:56 PM,,,15,,P,PROGRESS,15,,,,55S39,PCW,,,,,
PD202000357310,05/03/2020 02:52:59 PM,20200313812,,44,,R,REPORT,1,,,,332B,,,,,,
PD202000357311,05/03/2020 02:53:10 PM,,,64,,P,PROGRESS,11,,,,,E,221N,1961,,,
PD202000357312,05/03/2020 02:53:16 PM,,,40,,TS,TERRY STOP,9S,,,,425C,C,425,,,,
PD202000357313,05/03/2020 02:53:53 PM,,,43,,P,PROGRESS,4,,,,711B,M,713N,1633,,,
PD202000357314,05/03/2020 02:55:09 PM,,,43,,P,PROGRESS,4,,,,55S89,C,421K,4107,,,
PD202000357316,05/03/2020 02:56:24 PM,,,96,,,,12,,,,55S39,C,423N,4019,,,
PD202000357317,05/03/2020 02:58:06 PM,,,65,,P,PROGRESS,11,,700,YOWELL AV,,M,713,1611,36.258,-86.696,POINT (-86.696 36.258)
PD202000357318,05/03/2020 02:58:25 PM,,,43,,P,PROGRESS,4,,,,517B,H,513N,9011,,,
PD202000357319,05/03/2020 02:59:11 PM,,,15,,P,PROGRESS,15,,3700,JAMES KAY LN,580,,,,,,
PD202000357321,05/03/2020 02:59:58 PM,,,43,,PM,,11,,,,511B,H,517K,9103,,,
PD202000357323,05/03/2020 03:00:11 PM,,,43,,PM,,10,,,,520B,H,531,,,,
PD202000357324,05/03/2020 03:01:32 PM,,,43,,P,PROGRESS,11,,,,,E,223,1887,,,
PD202000357328,05/03/2020 03:03:51 PM,,,43,,PM,,6,,,,610B,N,613K,4527,,,
PD202000357329,05/03/2020 03:04:58 PM,,,43,,P,PROGRESS,4,,,,323B,S,317,8845,,,
PD202000357330,05/03/2020 03:05:21 PM,,,3,,,,4,,,,227B,M,711K,1771,,,
PD202000357331,05/03/2020 03:05:26 PM,,,3,,,,4,,300,WALLACE RD,424A,,315Y,0,36.077,-86.725,POINT (-86.725 36.077)
PD202000357332,05/03/2020 03:05:51 PM,,,43,,P,PROGRESS,6D,,,,212B,E,211N,1021,,,
PD202000357334,05/03/2020 03:08:13 PM,,,96,,,,12,,,,425B,C,425K,4037,,,
PD202000357335,05/03/2020 03:09:49 PM,,,43,,P,PROGRESS,4,,,,611B,N,613,4451,,,
PD202000357337,05/03/2020 03:11:48 PM,,,43,,P,PROGRESS,4,,2100,ABBOTT MARTIN RD,117B,,117V,0,36.106,-86.817,POINT (-86.817 36.106)
PD202000357338,05/03/2020 03:12:14 PM,,,46,,P,PROGRESS,11,,,,315B,S,313N,84020,,,
PD202000357339,05/03/2020 03:12:25 PM,20200313858,,50,,TV,,1,,,,711B,,,,,,
PD202000357340,05/03/2020 03:12:35 PM,,,43,,P,PROGRESS,6,,,,713B,M,711,,,,
PD202000357341,05/03/2020 03:12:53 PM,,,71,,A,ALARM,11,,,,,C,415N,4101,,,
PD202000357342,05/03/2020 03:13:07 PM,,,96,,,,4,,,,415B,C,411N,4119,,,
PD202000357345,05/03/2020 03:14:33 PM,20200313843,,54,,PV,,6,,400,E NOCTURNE DR,620B,,233V,0,36.214,-86.794,POINT (-86.794 36.214)
PD202000357348,05/03/2020 03:15:09 PM,,,44,,P,PROGRESS,1S,,100,MCGAVOCK PKE,512B,,,,,,
PD202000357349,05/03/2020 03:15:34 PM,,,45,,P,PROGRESS,1T,,,,413B,C,413,1105,,,
PD202000357351,05/03/2020 03:15:52 PM,,,43,,P,PROGRESS,12,,,,833B,S,317N,8421,,,
PD202000357352,05/03/2020 03:16:12 PM,,,15,,P,PROGRESS,15,,2500,OLD HICKORY BLVD,2913,,118I,0,36.052,-86.891,POINT (-86.891 36.052)
PD202000357353,05/03/2020 03:16:55 PM,,,3,,,,11,,,,5120,MT,813N,5619,,,
PD202000357354,05/03/2020 03:17:09 PM,20200313898,,70,,R,REPORT,12,,,,214B,,,,,,
PD202000357355,05/03/2020 03:17:34 PM,20200313856,,83,,P,PROGRESS,4,,,,423B,,,,,,
PD202000357356,05/03/2020 03:17:58 PM,,,15,,P,PROGRESS,15,,0,VAUGHN RD,2913,,137Y,0,36.051,-86.901,POINT (-86.901 36.051)
PD202000357358,05/03/2020 03:18:02 PM,,,93,,,,9T,,,,622B,N,621,,,,
PD202000357359,05/03/2020 03:18:05 PM,,,87,,P,PROGRESS,11,,,I65 N,821B,,833,8623,,,
PD202000357361,05/03/2020 03:19:02 PM,,,96,,,,4,,,,412B,TE,411,4119,,,
PD202000357362,05/03/2020 03:19:06 PM,,,71,,A,ALARM,11,,,,,C,415N,4101,,,
PD202000357363,05/03/2020 03:20:07 PM,,,15,,P,PROGRESS,15,,,,813B,MT,813K,5625,,,
PD202000357364,05/03/2020 03:20:24 PM,,,43,,P,PROGRESS,4,,,,812A9,E,211,1109,,,
PD202000357365,05/03/2020 03:21:09 PM,,,46,,P,PROGRESS,10,,,,510B,H,511N,8211,,,
PD202000357368,05/03/2020 03:22:09 PM,,,54,,P,PROGRESS,10,,,,322B,S,313K,8333,,,
PD202000357370,05/03/2020 03:23:02 PM,20200313993,,50,,RT,,1,,,,TE18,,,,,,
PD202000357371,05/03/2020 03:24:22 PM,,,70,,A,ALARM,12,,,,615B,N,615,5427,,,
PD202000357372,05/03/2020 03:25:33 PM,,,70,,A,ALARM,12,,,,BMPD,W,117,,,,
PD202000357373,05/03/2020 03:25:54 PM,,,43,,P,PROGRESS,4,,,,611B,N,611N,4493,,,
PD202000357375,05/03/2020 03:26:28 PM,,,87,,P,PROGRESS,5,,,,222B,E,225K,1588,,,
PD202000357376,05/03/2020 03:27:09 PM,,,43,,P,PROGRESS,15,,5000,OLD HICKORY BLVD,521B,H,521,9507,36.195,-86.619,POINT (-86.619 36.195)
PD202000357377,05/03/2020 03:27:46 PM,,,43,,P,PROGRESS,4,,0,WHITE BRIDGE PKE,113B,,132X,0,36.128,-86.851,POINT (-86.851 36.128)
PD202000357379,05/03/2020 03:28:17 PM,,,40,,PV,,6,,,,111B,W,115N,4665,,,
PD202000357380,05/03/2020 03:28:37 PM,,,93,,,,9T,,,,5911,W,111,4543,,,
PD202000357381,05/03/2020 03:28:58 PM,,,87,,P,PROGRESS,6,,,,421B,C,413,1007,,,
PD202000357382,05/03/2020 03:28:59 PM,20200313876,,54,,P,PROGRESS,6,,,,324B,,,,,,
PD202000357383,05/03/2020 03:29:16 PM,,,96,,,,15,,,,220A,C,413,4315,,,
PD202000357385,05/03/2020 03:30:35 PM,,,71,,A,ALARM,13,,2800,PATRIOT WAY,517B,H,517K,,,,
PD202000357387,05/03/2020 03:30:58 PM,,,44,,P,PROGRESS,11,,,,525B,N,617,4337,,,
PD202000357388,05/03/2020 03:31:26 PM,,,43,,PV,,4,,,,525B,H,525,9709,,,
PD202000357389,05/03/2020 03:31:36 PM,20200313879,,54,,P,PROGRESS,6,,,,822B,MT,825N,8527,,,
PD202000357390,05/03/2020 03:31:56 PM,,,88,,PW,,11,,,,,S,321,8703,,,
PD202000357392,05/03/2020 03:33:01 PM,,,45,,P,PROGRESS,11,,,,525B,H,511N,8202,,,
PD202000357394,05/03/2020 03:34:46 PM,,,15,,P,PROGRESS,15,,,,2933,S,323P,,,,
PD202000357395,05/03/2020 03:34:55 PM,20200313959,,50,,TV,,1,,,,715B,,,,,,
PD202000357396,05/03/2020 03:35:55 PM,,,3,,,,6,,,,243A,M,723K,2009,,,
PD202000357399,05/03/2020 03:36:45 PM,,,15,,P,PROGRESS,15,,,,2932,W,123P,4703,,,
PD202000357402,05/03/2020 03:37:28 PM,,,96,,,,15,,,,511B,H,513N,9011,,,
PD202000357404,05/03/2020 03:37:58 PM,,,43,,P,PROGRESS,5,,,,525B,H,531K,8821,,,
PD202000357405,05/03/2020 03:38:03 PM,,,40,,PV,,5,,,,123B,W,125,4803,,,
PD202000357406,05/03/2020 03:39:20 PM,,,45,,P,PROGRESS,10,,,,533B,S,323,8841,,,
PD202000357407,05/03/2020 03:39:35 PM,,,3,,,,4,,,,5250,C,413,1955,,,
PD202000357408,05/03/2020 03:40:37 PM,,,96,,,,12,,,,101,N,617N,4321,,,
PD202000357409,05/03/2020 03:42:02 PM,,,43,,P,PROGRESS,4,,6000,S NEW HOPE RD,523B,523,523,9557,,,
PD202000357410,05/03/2020 03:42:43 PM,20200313906,,43,,P,PROGRESS,6,,600,DENVER DR,522B,,,,,,
PD202000357411,05/03/2020 03:42:59 PM,,,44,,P,PROGRESS,11,,,,614B,M,725K,2133,,,
PD202000357412,05/03/2020 03:43:46 PM,,,44,,P,PROGRESS,11,,,,313B,S,315K,8801,,,
PD202000357413,05/03/2020 03:44:00 PM,,,96,,,,12,,,,101,C,413,4315,,,
PD202000357414,05/03/2020 03:44:14 PM,,,43,,P,PROGRESS,5,,,,621B,N,623,3033,,,
PD202000357415,05/03/2020 03:45:47 PM,,,43,,P,PROGRESS,11,,,,,M,721,2033,,,
PD202000357416,05/03/2020 03:45:55 PM,,,43,,P,PROGRESS,4,,,,222B,E,221K,1859,,,
PD202000357418,05/03/2020 03:46:25 PM,20200313990,,50,,RT,,1,,,,TE18,,,,,,
PD202000357417,05/03/2020 03:46:25 PM,20200313935,,43,,R,REPORT,1,,,,217B,E,215,1309,,,
PD202000357419,05/03/2020 03:47:27 PM,,,70,,A,ALARM,6,,,,311B,S,317,8421,,,
PD202000357420,05/03/2020 03:47:28 PM,,,43,,P,PROGRESS,5,,,,611B,N,611N,4493,,,
PD202000357421,05/03/2020 03:47:58 PM,20200314007,,43,,RT,,1,,,,TE14,H,535,8931,,,
PD202000357423,05/03/2020 03:48:37 PM,20200313936,,70,,R,REPORT,1,,,,213B,,,,,,
PD202000357424,05/03/2020 03:50:18 PM,,,70,,A,ALARM,13A,,,,334B,S,331,8717,,,
PD202000357425,05/03/2020 03:50:37 PM,20200313908,,50,,TV,,1,,,,125B,,,,,,
PD202000357426,05/03/2020 03:53:07 PM,,,42,,P,PROGRESS,6,,4200,SWEDEN DR,521B,521,523,9719,,,
PD202000357427,05/03/2020 03:53:13 PM,,,40,,TS,TERRY STOP,2W,,1600,BUCHANAN ST,614B,,412Y,0,36.18,-86.81,POINT (-86.81 36.18)
PD202000357428,05/03/2020 03:53:38 PM,,,45,,P,PROGRESS,6T,,,,627B,N,625,,,,
PD202000357429,05/03/2020 03:53:44 PM,,,16,,P,PROGRESS,15,,,,55S39,C,423,4015,,,
PD202000357430,05/03/2020 03:53:57 PM,20200313915,,44,,R,REPORT,10,,,,810B,,,,,,
PD202000357431,05/03/2020 03:54:03 PM,,,87,,P,PROGRESS,6,,,,821B,MT,833K,7111,,,
PD202000357433,05/03/2020 03:54:23 PM,,,15,,P,PROGRESS,15,,,,813B,MT,813N,5617,,,
PD202000357439,05/03/2020 03:57:12 PM,,,70,,A,ALARM,12,,,,621B,N,623,,,,
PD202000357440,05/03/2020 03:57:59 PM,,,54,,P,PROGRESS,6,,,,213B,E,221K,1873,,,
PD202000357441,05/03/2020 03:58:01 PM,,,45,,P,PROGRESS,1T,,,,317B,S,317K,8415,,,
PD202000357442,05/03/2020 03:58:03 PM,,,87,,P,PROGRESS,4T,,,,421B,C,425,4003,,,
PD202000357443,05/03/2020 03:58:21 PM,,,96,,,,12,,,,111B,W,115N,4663,,,
PD202000357444,05/03/2020 03:58:46 PM,,,40,,P,PROGRESS,11,,,,715B,M,723,1779,,,
PD202000357445,05/03/2020 03:59:27 PM,,,43,,P,PROGRESS,9,,500,E MAPLE ST,713B,M,713,1627,36.261,-86.703,POINT (-86.703 36.261)
PD202000357448,05/03/2020 04:00:54 PM,,,16,,P,PROGRESS,14,,2200,GALLATIN PKE N,725B,M,727,1737,,,
PD202000357451,05/03/2020 04:04:22 PM,,,43,,P,PROGRESS,6,,,,610B,N,611N,4415,,,
PD202000357453,05/03/2020 04:06:53 PM,20200313968,,50,,TV,,1,,,,525B,,,,,,
PD202000357454,05/03/2020 04:07:02 PM,,,43,,P,PROGRESS,4,,,,423A,N,613N,4463,,,
PD202000357455,05/03/2020 04:07:46 PM,,,54,,P,PROGRESS,5,,,ALTA LOMA RD,723B,,727,1757,36.294,-86.705,POINT (-86.705 36.294)
PD202000357458,05/03/2020 04:08:20 PM,,,3,,,,4,,,,225B,M,727,1751,,,
PD202000357460,05/03/2020 04:08:56 PM,,,43,,R,REPORT,11,,,,,H,511K,9005,,,
PD202000357461,05/03/2020 04:09:03 PM,,,96,,,,4,,,,220A,C,413,4311,,,
PD202000357462,05/03/2020 04:09:39 PM,,,88,,P,PROGRESS,11,,,,,M,725,2121,,,
PD202000357463,05/03/2020 04:10:36 PM,,,40,,P,PROGRESS,5,,,,723B,M,723,1779,,,
PD202000357465,05/03/2020 04:10:49 PM,,,70,,A,ALARM,13,,,,223B,E,227K,1937,,,
PD202000357467,05/03/2020 04:12:33 PM,,,43,,P,PROGRESS,15,,200,WHITE BRIDGE PKE,117B,,132Y,0,36.138,-86.858,POINT (-86.858 36.138)
PD202000357468,05/03/2020 04:14:23 PM,,,43,,P,PROGRESS,5,,,,822B,MT,821N,8029,,,
PD202000357469,05/03/2020 04:14:28 PM,,,93,,,,9T,,,,5911,C,423,4081,,,
PD202000357471,05/03/2020 04:15:10 PM,,,43,,P,PROGRESS,6W,,,,833B,MT,831,8521,,,
PD202000357472,05/03/2020 04:15:19 PM,,,43,,P,PROGRESS,6,,3700,ANDREW JACKSON WAY,525B,,,,,,
PD202000357473,05/03/2020 04:15:22 PM,,,44,,P,PROGRESS,6,,,,423B,C,421,4091,,,
PD202000357474,05/03/2020 04:15:38 PM,,,44,,P,PROGRESS,11,,,,,C,421K,4107,,,
PD202000357475,05/03/2020 04:15:58 PM,,,96,,,,12,,,,331B,S,335K,8927,,,
PD202000357476,05/03/2020 04:16:07 PM,,,43,,R,REPORT,1,,,,3341,C,415,4211,,,
PD202000357477,05/03/2020 04:16:33 PM,,,45,,P,PROGRESS,4,,,MM 91 6 I65 S,725B,M,725,2006,36.256,-86.739,POINT (-86.739 36.256)
PD202000357478,05/03/2020 04:17:03 PM,,,43,,PM,,6,,,,121B,W,121,,,,
PD202000357480,05/03/2020 04:18:46 PM,,,65,,P,PROGRESS,11,,,,,S,323K,,,,
PD202000357482,05/03/2020 04:19:06 PM,20200314068,,63,,P,PROGRESS,6,,,,812B,MT,813K,5625,,,
PD202000357485,05/03/2020 04:19:30 PM,20200313988,,50,,R,REPORT,11,,,,TE18,,,,,,
PD202000357486,05/03/2020 04:20:09 PM,,,15,,P,PROGRESS,15,,100,UNA RECREATION RD,2933,,325Y,0,36.1,-86.641,POINT (-86.641 36.1)
PD202000357487,05/03/2020 04:21:09 PM,,,96,,,,12,,200,WHITE BRIDGE PKE,111B,,132Y,0,36.138,-86.858,POINT (-86.858 36.138)
PD202000357489,05/03/2020 04:21:32 PM,20200313952,,43,,P,PROGRESS,1,,,,421B,C,421,4091,,,
PD202000357491,05/03/2020 04:22:31 PM,,,44,,P,PROGRESS,11,,,,,W,123K,4703,,,
PD202000357492,05/03/2020 04:24:26 PM,,,43,,P,PROGRESS,15,,,,517B,H,513N,9011,,,
PD202000357496,05/03/2020 04:27:30 PM,,,43,,P,PROGRESS,4,,500,HOSPITAL DR,711B,,225Z,0,36.254,-86.685,POINT (-86.685 36.254)
PD202000357497,05/03/2020 04:27:43 PM,,,43,,P,PROGRESS,4,,,,323B,S,317N,,,,
PD202000357498,05/03/2020 04:28:42 PM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,5,,,,125C,W,125,4803,,,
PD202000357499,05/03/2020 04:29:34 PM,,,93,,,,9T,,,,326B,H,531,8815,,,
PD202000357500,05/03/2020 04:29:54 PM,20200314177,,64,,P,PROGRESS,11,,,,227B,E,211K,1115,,,
PD202000357501,05/03/2020 04:30:01 PM,,,70,,A,ALARM,13,,,,312B,S,311N,8159,,,
PD202000357502,05/03/2020 04:30:09 PM,,,45,,P,PROGRESS,6,,,,725B,M,723,17280,,,
PD202000357503,05/03/2020 04:30:14 PM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,5,,,,120C,W,125,4803,,,
PD202000357505,05/03/2020 04:30:34 PM,,,87,,P,PROGRESS,4,,600,OLD HICKORY BLVD,121B,,136Z,0,36.114,-86.923,POINT (-86.923 36.114)
PD202000357506,05/03/2020 04:31:05 PM,,,43,,P,PROGRESS,4,,,,113B,W,119Q,,,,
PD202000357507,05/03/2020 04:31:11 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,123B,W,125,4809,,,
PD202000357508,05/03/2020 04:31:14 PM,,,71,,A,ALARM,12,,,,111B,W,117,,,,
PD202000357509,05/03/2020 04:31:39 PM,,,45,,P,PROGRESS,11,,,EXIT 92 I65 N,,M,723,1777,36.262,-86.738,POINT (-86.738 36.262)
PD202000357510,05/03/2020 04:32:03 PM,,,70,,A,ALARM,12,,,,122C,W,121,,,,
PD202000357511,05/03/2020 04:32:18 PM,,,15,,P,PROGRESS,15,,2500,OLD HICKORY BLVD,2932,,118I,0,36.052,-86.891,POINT (-86.891 36.052)
PD202000357512,05/03/2020 04:32:22 PM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,622A9,W,123,4701,,,
PD202000357513,05/03/2020 04:32:28 PM,,,87,,P,PROGRESS,11,,,,,W,125,4815,,,
PD202000357514,05/03/2020 04:32:38 PM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,5,,,,122C,W,123,4715,,,
PD202000357515,05/03/2020 04:32:45 PM,,,40,,PV,,5,,,,721B,M,721P,2051,,,
PD202000357517,05/03/2020 04:33:57 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,117B,W,121,,,,
PD202000357518,05/03/2020 04:34:17 PM,,,96,,,,12,,,,55S39,C,423,4019,,,
PD202000357519,05/03/2020 04:34:23 PM,,,87,,P,PROGRESS,4,,,,121B,W,125K,4815,,,
PD202000357520,05/03/2020 04:34:26 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,117B,W,121,4903,,,
PD202000357521,05/03/2020 04:34:36 PM,,,87,,P,PROGRESS,6,,500,ARBOR RIDGE DR,331B,,331,8753,36.045,-86.665,POINT (-86.665 36.045)
PD202000357522,05/03/2020 04:34:38 PM,,,96,,,,12,,1100,MURFREESBORO PKE,332B,,321X,0,36.124,-86.708,POINT (-86.708 36.124)
PD202000357523,05/03/2020 04:34:40 PM,,,70,,A,ALARM,5,,,,125C,W,125,4811,,,
PD202000357524,05/03/2020 04:35:04 PM,,,96,,,,15,,,,511B,H,513N,9011,,,
PD202000357525,05/03/2020 04:35:35 PM,,,45,,P,PROGRESS,1,,,,325B,S,325K,8871,,,
PD202000357526,05/03/2020 04:35:36 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,117B,TE,121,4905,,,
PD202000357527,05/03/2020 04:35:39 PM,,,71,,A,ALARM,12,,,,110B,W,121,,,,
PD202000357528,05/03/2020 04:36:20 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,113,5119,,,
PD202000357530,05/03/2020 04:37:04 PM,,,57,,P,PROGRESS,6,,,,535B,H,533N,8955,,,
PD202000357531,05/03/2020 04:37:08 PM,,,45,,P,PROGRESS,1T,,,MM 33 4 I24 W,627B,N,627,23040,36.329,-86.895,POINT (-86.895 36.329)
PD202000357532,05/03/2020 04:37:13 PM,,,53,,A,ALARM,11,,,,810B,MT,815N,6605,,,
PD202000357533,05/03/2020 04:37:14 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,111B,W,115,,,,
PD202000357534,05/03/2020 04:37:22 PM,,,71,,A,ALARM,4,,,,517A9,MT,813N,5613,,,
